1/28/2018 1:36:31 PM: AMIClient.Model.ConnectToNMS; line: 299; Client try to connect with NMS.
1/28/2018 1:37:38 PM: AMIClient.Model.ConnectToNMS; line: 299; Client try to connect with NMS.
1/28/2018 1:37:38 PM: AMIClient.Model.GdaQueryProxy; line: 56; Create channel between Client and NMS.
1/28/2018 1:37:38 PM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 1:37:40 PM: AMIClient.Model.ConnectToSC; line: 264; Client faild to connect to SC. CATCH.
1/28/2018 1:37:40 PM: AMIClient.Model.ConnectToCE; line: 286; Client faild to connect with CE. CATCH.
1/28/2018 1:37:40 PM: AMIClient.Model.ConnectToNMS; line: 310; Client faild to connect with NMS. CATCH.
1/28/2018 1:37:41 PM: AMIClient.Model.ConnectToSC; line: 256; Client try to connect to SC.
1/28/2018 1:37:41 PM: AMIClient.Model.SCProxy; line: 109; Create channel between Client and SC.
1/28/2018 1:37:41 PM: AMIClient.Model.SCProxy; line: 120; Channel Client-SC is created.
1/28/2018 1:37:41 PM: AMIClient.Model.ConnectToCE; line: 277; Client try to connect with CE.
1/28/2018 1:37:41 PM: AMIClient.Model.ConnectToNMS; line: 299; Client try to connect with NMS.
1/28/2018 1:37:41 PM: AMIClient.Model.GdaQueryProxy; line: 56; Create channel between Client and NMS.
1/28/2018 1:37:41 PM: AMIClient.Model.CEQueryProxy; line: 83; Create channel between Client and CE.
1/28/2018 1:37:41 PM: AMIClient.Model.CEQueryProxy; line: 93; Channel Client-CE is created.
1/28/2018 1:37:41 PM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 1:37:43 PM: AMIClient.Model.ConnectToSC; line: 264; Client faild to connect to SC. CATCH.
1/28/2018 1:37:43 PM: AMIClient.Model.ConnectToCE; line: 286; Client faild to connect with CE. CATCH.
1/28/2018 1:37:43 PM: AMIClient.Model.ConnectToNMS; line: 310; Client faild to connect with NMS. CATCH.
1/28/2018 1:37:44 PM: AMIClient.Model.ConnectToSC; line: 256; Client try to connect to SC.
1/28/2018 1:37:44 PM: AMIClient.Model.SCProxy; line: 109; Create channel between Client and SC.
1/28/2018 1:37:44 PM: AMIClient.Model.ConnectToCE; line: 277; Client try to connect with CE.
1/28/2018 1:37:44 PM: AMIClient.Model.SCProxy; line: 120; Channel Client-SC is created.
1/28/2018 1:37:44 PM: AMIClient.Model.ConnectToNMS; line: 299; Client try to connect with NMS.
1/28/2018 1:37:44 PM: AMIClient.Model.GdaQueryProxy; line: 56; Create channel between Client and NMS.
1/28/2018 1:37:44 PM: AMIClient.Model.CEQueryProxy; line: 83; Create channel between Client and CE.
1/28/2018 1:37:44 PM: AMIClient.Model.CEQueryProxy; line: 93; Channel Client-CE is created.
1/28/2018 1:37:44 PM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 1:37:46 PM: AMIClient.Model.ConnectToSC; line: 264; Client faild to connect to SC. CATCH.
1/28/2018 1:37:46 PM: AMIClient.Model.ConnectToNMS; line: 310; Client faild to connect with NMS. CATCH.
1/28/2018 1:37:46 PM: AMIClient.Model.ConnectToCE; line: 286; Client faild to connect with CE. CATCH.
1/28/2018 1:37:47 PM: AMIClient.Model.ConnectToSC; line: 256; Client try to connect to SC.
1/28/2018 1:37:47 PM: AMIClient.Model.ConnectToNMS; line: 299; Client try to connect with NMS.
1/28/2018 1:37:47 PM: AMIClient.Model.GdaQueryProxy; line: 56; Create channel between Client and NMS.
1/28/2018 1:37:47 PM: AMIClient.Model.SCProxy; line: 109; Create channel between Client and SC.
1/28/2018 1:37:47 PM: AMIClient.Model.SCProxy; line: 120; Channel Client-SC is created.
1/28/2018 1:37:47 PM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 1:37:47 PM: AMIClient.Model.ConnectToCE; line: 277; Client try to connect with CE.
1/28/2018 1:37:47 PM: AMIClient.Model.CEQueryProxy; line: 83; Create channel between Client and CE.
1/28/2018 1:37:47 PM: AMIClient.Model.CEQueryProxy; line: 93; Channel Client-CE is created.
1/28/2018 1:37:49 PM: AMIClient.Model.ConnectToSC; line: 264; Client faild to connect to SC. CATCH.
1/28/2018 1:37:49 PM: AMIClient.Model.ConnectToNMS; line: 310; Client faild to connect with NMS. CATCH.
1/28/2018 1:37:49 PM: AMIClient.Model.ConnectToCE; line: 286; Client faild to connect with CE. CATCH.
1/28/2018 1:37:50 PM: AMIClient.Model.ConnectToSC; line: 256; Client try to connect to SC.
1/28/2018 1:37:50 PM: AMIClient.Model.SCProxy; line: 109; Create channel between Client and SC.
1/28/2018 1:37:50 PM: AMIClient.Model.ConnectToNMS; line: 299; Client try to connect with NMS.
1/28/2018 1:37:50 PM: AMIClient.Model.GdaQueryProxy; line: 56; Create channel between Client and NMS.
1/28/2018 1:37:50 PM: AMIClient.Model.SCProxy; line: 120; Channel Client-SC is created.
1/28/2018 1:37:50 PM: AMIClient.Model.ConnectToCE; line: 277; Client try to connect with CE.
1/28/2018 1:37:50 PM: AMIClient.Model.CEQueryProxy; line: 83; Create channel between Client and CE.
1/28/2018 1:37:50 PM: AMIClient.Model.CEQueryProxy; line: 93; Channel Client-CE is created.
1/28/2018 1:37:50 PM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 1:37:52 PM: AMIClient.Model.ConnectToSC; line: 264; Client faild to connect to SC. CATCH.
1/28/2018 1:37:52 PM: AMIClient.Model.ConnectToNMS; line: 310; Client faild to connect with NMS. CATCH.
1/28/2018 1:37:52 PM: AMIClient.Model.ConnectToCE; line: 286; Client faild to connect with CE. CATCH.
1/28/2018 1:37:53 PM: AMIClient.Model.ConnectToSC; line: 256; Client try to connect to SC.
1/28/2018 1:37:53 PM: AMIClient.Model.SCProxy; line: 109; Create channel between Client and SC.
1/28/2018 1:37:53 PM: AMIClient.Model.ConnectToNMS; line: 299; Client try to connect with NMS.
1/28/2018 1:37:53 PM: AMIClient.Model.GdaQueryProxy; line: 56; Create channel between Client and NMS.
1/28/2018 1:37:53 PM: AMIClient.Model.SCProxy; line: 120; Channel Client-SC is created.
1/28/2018 1:37:53 PM: AMIClient.Model.ConnectToCE; line: 277; Client try to connect with CE.
1/28/2018 1:37:53 PM: AMIClient.Model.CEQueryProxy; line: 83; Create channel between Client and CE.
1/28/2018 1:37:53 PM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 1:37:53 PM: AMIClient.Model.CEQueryProxy; line: 93; Channel Client-CE is created.
1/28/2018 1:37:55 PM: AMIClient.Model.ConnectToSC; line: 264; Client faild to connect to SC. CATCH.
1/28/2018 1:37:55 PM: AMIClient.Model.ConnectToNMS; line: 310; Client faild to connect with NMS. CATCH.
1/28/2018 1:37:55 PM: AMIClient.Model.ConnectToCE; line: 286; Client faild to connect with CE. CATCH.
1/28/2018 1:37:56 PM: AMIClient.Model.ConnectToSC; line: 256; Client try to connect to SC.
1/28/2018 1:37:56 PM: AMIClient.Model.SCProxy; line: 109; Create channel between Client and SC.
1/28/2018 1:37:56 PM: AMIClient.Model.SCProxy; line: 120; Channel Client-SC is created.
1/28/2018 1:37:56 PM: AMIClient.Model.ConnectToNMS; line: 299; Client try to connect with NMS.
1/28/2018 1:37:56 PM: AMIClient.Model.GdaQueryProxy; line: 56; Create channel between Client and NMS.
1/28/2018 1:37:56 PM: AMIClient.Model.ConnectToCE; line: 277; Client try to connect with CE.
1/28/2018 1:37:56 PM: AMIClient.Model.CEQueryProxy; line: 83; Create channel between Client and CE.
1/28/2018 1:37:56 PM: AMIClient.Model.CEQueryProxy; line: 93; Channel Client-CE is created.
1/28/2018 1:37:56 PM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 1:37:58 PM: AMIClient.Model.ConnectToSC; line: 264; Client faild to connect to SC. CATCH.
1/28/2018 1:37:58 PM: AMIClient.Model.ConnectToCE; line: 286; Client faild to connect with CE. CATCH.
1/28/2018 1:37:58 PM: AMIClient.Model.ConnectToNMS; line: 310; Client faild to connect with NMS. CATCH.
1/28/2018 1:37:59 PM: AMIClient.Model.ConnectToSC; line: 256; Client try to connect to SC.
1/28/2018 1:37:59 PM: AMIClient.Model.SCProxy; line: 109; Create channel between Client and SC.
1/28/2018 1:37:59 PM: AMIClient.Model.SCProxy; line: 120; Channel Client-SC is created.
1/28/2018 1:37:59 PM: AMIClient.Model.ConnectToCE; line: 277; Client try to connect with CE.
1/28/2018 1:37:59 PM: AMIClient.Model.CEQueryProxy; line: 83; Create channel between Client and CE.
1/28/2018 1:37:59 PM: AMIClient.Model.CEQueryProxy; line: 93; Channel Client-CE is created.
1/28/2018 1:37:59 PM: AMIClient.Model.ConnectToNMS; line: 299; Client try to connect with NMS.
1/28/2018 1:37:59 PM: AMIClient.Model.GdaQueryProxy; line: 56; Create channel between Client and NMS.
1/28/2018 1:37:59 PM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 1:38:01 PM: AMIClient.Model.ConnectToSC; line: 264; Client faild to connect to SC. CATCH.
1/28/2018 1:38:01 PM: AMIClient.Model.ConnectToCE; line: 286; Client faild to connect with CE. CATCH.
1/28/2018 1:38:01 PM: AMIClient.Model.ConnectToNMS; line: 310; Client faild to connect with NMS. CATCH.
1/28/2018 1:38:02 PM: AMIClient.Model.ConnectToSC; line: 256; Client try to connect to SC.
1/28/2018 1:38:02 PM: AMIClient.Model.SCProxy; line: 109; Create channel between Client and SC.
1/28/2018 1:38:02 PM: AMIClient.Model.SCProxy; line: 120; Channel Client-SC is created.
1/28/2018 1:38:02 PM: AMIClient.Model.ConnectToCE; line: 277; Client try to connect with CE.
1/28/2018 1:38:02 PM: AMIClient.Model.CEQueryProxy; line: 83; Create channel between Client and CE.
1/28/2018 1:38:02 PM: AMIClient.Model.CEQueryProxy; line: 93; Channel Client-CE is created.
1/28/2018 1:38:02 PM: AMIClient.Model.ConnectToNMS; line: 299; Client try to connect with NMS.
1/28/2018 1:38:02 PM: AMIClient.Model.GdaQueryProxy; line: 56; Create channel between Client and NMS.
1/28/2018 1:38:02 PM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 1:38:04 PM: AMIClient.Model.ConnectToSC; line: 264; Client faild to connect to SC. CATCH.
1/28/2018 1:38:04 PM: AMIClient.Model.ConnectToCE; line: 286; Client faild to connect with CE. CATCH.
1/28/2018 1:38:04 PM: AMIClient.Model.ConnectToNMS; line: 310; Client faild to connect with NMS. CATCH.
1/28/2018 1:38:05 PM: AMIClient.Model.ConnectToSC; line: 256; Client try to connect to SC.
1/28/2018 1:38:05 PM: AMIClient.Model.SCProxy; line: 109; Create channel between Client and SC.
1/28/2018 1:38:05 PM: AMIClient.Model.SCProxy; line: 120; Channel Client-SC is created.
1/28/2018 1:38:05 PM: AMIClient.Model.ConnectToCE; line: 277; Client try to connect with CE.
1/28/2018 1:38:05 PM: AMIClient.Model.CEQueryProxy; line: 83; Create channel between Client and CE.
1/28/2018 1:38:05 PM: AMIClient.Model.CEQueryProxy; line: 93; Channel Client-CE is created.
1/28/2018 1:38:05 PM: AMIClient.Model.ConnectToNMS; line: 299; Client try to connect with NMS.
1/28/2018 1:38:05 PM: AMIClient.Model.GdaQueryProxy; line: 56; Create channel between Client and NMS.
1/28/2018 1:38:05 PM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 1:38:07 PM: AMIClient.Model.ConnectToSC; line: 264; Client faild to connect to SC. CATCH.
1/28/2018 1:38:07 PM: AMIClient.Model.ConnectToCE; line: 286; Client faild to connect with CE. CATCH.
1/28/2018 1:38:07 PM: AMIClient.Model.ConnectToNMS; line: 310; Client faild to connect with NMS. CATCH.
1/28/2018 1:38:08 PM: AMIClient.Model.ConnectToSC; line: 256; Client try to connect to SC.
1/28/2018 1:38:08 PM: AMIClient.Model.SCProxy; line: 109; Create channel between Client and SC.
1/28/2018 1:38:08 PM: AMIClient.Model.SCProxy; line: 120; Channel Client-SC is created.
1/28/2018 1:38:08 PM: AMIClient.Model.ConnectToCE; line: 277; Client try to connect with CE.
1/28/2018 1:38:08 PM: AMIClient.Model.CEQueryProxy; line: 83; Create channel between Client and CE.
1/28/2018 1:38:08 PM: AMIClient.Model.CEQueryProxy; line: 93; Channel Client-CE is created.
1/28/2018 1:38:08 PM: AMIClient.Model.ConnectToNMS; line: 299; Client try to connect with NMS.
1/28/2018 1:38:08 PM: AMIClient.Model.GdaQueryProxy; line: 56; Create channel between Client and NMS.
1/28/2018 1:38:08 PM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 1:38:10 PM: AMIClient.Model.ConnectToCE; line: 286; Client faild to connect with CE. CATCH.
1/28/2018 1:38:10 PM: AMIClient.Model.ConnectToSC; line: 264; Client faild to connect to SC. CATCH.
1/28/2018 1:38:10 PM: AMIClient.Model.ConnectToNMS; line: 310; Client faild to connect with NMS. CATCH.
1/28/2018 1:38:11 PM: AMIClient.Model.ConnectToCE; line: 277; Client try to connect with CE.
1/28/2018 1:38:11 PM: AMIClient.Model.CEQueryProxy; line: 83; Create channel between Client and CE.
1/28/2018 1:38:11 PM: AMIClient.Model.CEQueryProxy; line: 93; Channel Client-CE is created.
1/28/2018 1:38:11 PM: AMIClient.Model.ConnectToSC; line: 256; Client try to connect to SC.
1/28/2018 1:38:11 PM: AMIClient.Model.SCProxy; line: 109; Create channel between Client and SC.
1/28/2018 1:38:11 PM: AMIClient.Model.SCProxy; line: 120; Channel Client-SC is created.
1/28/2018 1:38:11 PM: AMIClient.Model.ConnectToNMS; line: 299; Client try to connect with NMS.
1/28/2018 1:38:11 PM: AMIClient.Model.GdaQueryProxy; line: 56; Create channel between Client and NMS.
1/28/2018 1:38:11 PM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 1:38:13 PM: AMIClient.Model.ConnectToCE; line: 286; Client faild to connect with CE. CATCH.
1/28/2018 1:38:13 PM: AMIClient.Model.ConnectToSC; line: 264; Client faild to connect to SC. CATCH.
1/28/2018 1:38:13 PM: AMIClient.Model.ConnectToNMS; line: 310; Client faild to connect with NMS. CATCH.
1/28/2018 1:45:06 PM: AMIClient.Model.ConnectToNMS; line: 299; Client try to connect with NMS.
1/28/2018 1:45:06 PM: AMIClient.Model.GdaQueryProxy; line: 56; Create channel between Client and NMS.
1/28/2018 1:45:06 PM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 1:45:06 PM: AMIClient.Model.ConnectToCE; line: 277; Client try to connect with CE.
1/28/2018 1:45:06 PM: AMIClient.Model.CEQueryProxy; line: 83; Create channel between Client and CE.
1/28/2018 1:45:06 PM: AMIClient.Model.CEQueryProxy; line: 93; Channel Client-CE is created.
1/28/2018 1:45:06 PM: AMIClient.Model.ConnectToSC; line: 256; Client try to connect to SC.
1/28/2018 1:45:06 PM: AMIClient.Model.SCProxy; line: 109; Create channel between Client and SC.
1/28/2018 1:45:06 PM: AMIClient.Model.SCProxy; line: 120; Channel Client-SC is created.
1/28/2018 1:45:08 PM: AMIClient.Model.ConnectToNMS; line: 310; Client faild to connect with NMS. CATCH.
1/28/2018 1:45:08 PM: AMIClient.Model.ConnectToSC; line: 264; Client faild to connect to SC. CATCH.
1/28/2018 1:45:08 PM: AMIClient.Model.ConnectToCE; line: 286; Client faild to connect with CE. CATCH.
1/28/2018 1:45:09 PM: AMIClient.Model.ConnectToNMS; line: 299; Client try to connect with NMS.
1/28/2018 1:45:09 PM: AMIClient.Model.GdaQueryProxy; line: 56; Create channel between Client and NMS.
1/28/2018 1:45:09 PM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 1:45:09 PM: AMIClient.Model.ConnectToSC; line: 256; Client try to connect to SC.
1/28/2018 1:45:09 PM: AMIClient.Model.ConnectToCE; line: 277; Client try to connect with CE.
1/28/2018 1:45:09 PM: AMIClient.Model.SCProxy; line: 109; Create channel between Client and SC.
1/28/2018 1:45:09 PM: AMIClient.Model.CEQueryProxy; line: 83; Create channel between Client and CE.
1/28/2018 1:45:09 PM: AMIClient.Model.CEQueryProxy; line: 93; Channel Client-CE is created.
1/28/2018 1:45:09 PM: AMIClient.Model.SCProxy; line: 120; Channel Client-SC is created.
1/28/2018 1:45:11 PM: AMIClient.Model.ConnectToNMS; line: 310; Client faild to connect with NMS. CATCH.
1/28/2018 1:45:11 PM: AMIClient.Model.ConnectToCE; line: 286; Client faild to connect with CE. CATCH.
1/28/2018 1:45:11 PM: AMIClient.Model.ConnectToSC; line: 264; Client faild to connect to SC. CATCH.
1/28/2018 1:45:12 PM: AMIClient.Model.ConnectToNMS; line: 299; Client try to connect with NMS.
1/28/2018 1:45:12 PM: AMIClient.Model.GdaQueryProxy; line: 56; Create channel between Client and NMS.
1/28/2018 1:45:12 PM: AMIClient.Model.ConnectToCE; line: 277; Client try to connect with CE.
1/28/2018 1:45:12 PM: AMIClient.Model.CEQueryProxy; line: 83; Create channel between Client and CE.
1/28/2018 1:45:12 PM: AMIClient.Model.CEQueryProxy; line: 93; Channel Client-CE is created.
1/28/2018 1:45:12 PM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 1:45:12 PM: AMIClient.Model.ConnectToSC; line: 256; Client try to connect to SC.
1/28/2018 1:45:12 PM: AMIClient.Model.SCProxy; line: 109; Create channel between Client and SC.
1/28/2018 1:45:12 PM: AMIClient.Model.SCProxy; line: 120; Channel Client-SC is created.
1/28/2018 1:45:14 PM: AMIClient.Model.ConnectToCE; line: 286; Client faild to connect with CE. CATCH.
1/28/2018 1:45:14 PM: AMIClient.Model.ConnectToSC; line: 264; Client faild to connect to SC. CATCH.
1/28/2018 1:45:14 PM: AMIClient.Model.ConnectToNMS; line: 310; Client faild to connect with NMS. CATCH.
1/28/2018 1:45:15 PM: AMIClient.Model.ConnectToCE; line: 277; Client try to connect with CE.
1/28/2018 1:45:15 PM: AMIClient.Model.CEQueryProxy; line: 83; Create channel between Client and CE.
1/28/2018 1:45:15 PM: AMIClient.Model.CEQueryProxy; line: 93; Channel Client-CE is created.
1/28/2018 1:45:15 PM: AMIClient.Model.ConnectToSC; line: 256; Client try to connect to SC.
1/28/2018 1:45:15 PM: AMIClient.Model.SCProxy; line: 109; Create channel between Client and SC.
1/28/2018 1:45:15 PM: AMIClient.Model.ConnectToNMS; line: 299; Client try to connect with NMS.
1/28/2018 1:45:15 PM: AMIClient.Model.GdaQueryProxy; line: 56; Create channel between Client and NMS.
1/28/2018 1:45:15 PM: AMIClient.Model.SCProxy; line: 120; Channel Client-SC is created.
1/28/2018 1:45:15 PM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 1:45:17 PM: AMIClient.Model.ConnectToCE; line: 286; Client faild to connect with CE. CATCH.
1/28/2018 1:45:17 PM: AMIClient.Model.ConnectToSC; line: 264; Client faild to connect to SC. CATCH.
1/28/2018 1:45:17 PM: AMIClient.Model.ConnectToNMS; line: 310; Client faild to connect with NMS. CATCH.
1/28/2018 1:45:18 PM: AMIClient.Model.ConnectToCE; line: 277; Client try to connect with CE.
1/28/2018 1:45:18 PM: AMIClient.Model.ConnectToSC; line: 256; Client try to connect to SC.
1/28/2018 1:45:18 PM: AMIClient.Model.SCProxy; line: 109; Create channel between Client and SC.
1/28/2018 1:45:18 PM: AMIClient.Model.ConnectToNMS; line: 299; Client try to connect with NMS.
1/28/2018 1:45:18 PM: AMIClient.Model.GdaQueryProxy; line: 56; Create channel between Client and NMS.
1/28/2018 1:45:18 PM: AMIClient.Model.SCProxy; line: 120; Channel Client-SC is created.
1/28/2018 1:45:18 PM: AMIClient.Model.CEQueryProxy; line: 83; Create channel between Client and CE.
1/28/2018 1:45:18 PM: AMIClient.Model.GdaQueryProxy; line: 67; Channel Client-NMS is created.
1/28/2018 1:45:18 PM: AMIClient.Model.CEQueryProxy; line: 93; Channel Client-CE is created.
1/28/2018 1:45:20 PM: AMIClient.Model.ConnectToCE; line: 286; Client faild to connect with CE. CATCH.
1/28/2018 1:45:20 PM: AMIClient.Model.ConnectToNMS; line: 310; Client faild to connect with NMS. CATCH.
